pattern,gene,rank,cogaps_weight,contrast_scope,cell_type,mean_log2fc_stim_vs_ctrl,median_log2fc_stim_vs_ctrl,n_pairs,n_up_pairs,n_down_pairs,n_zero_pairs,sign_consistency,wilcoxon_pvalue,direction,evidence_strength,wilcoxon_fdr
Pattern2,IFIT3,4,4.989565372467041,by_cell_type,FCGR3A+ Monocytes,4.986154402365709,4.488638143207812,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.0490301724137931
Pattern2,IFIT3,4,4.989565372467041,by_cell_type,Megakaryocytes,5.824996331246958,5.824996331246958,1,1,0,0,1.0,,up_in_stim,strong,
Pattern2,IFIT3,4,4.989565372467041,by_cell_type,NK cells,5.293944153675511,5.526551838269345,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern2,LY6E,5,4.590168476104736,by_cell_type,B cells,3.823467413658189,3.559735751159945,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern2,LY6E,5,4.590168476104736,by_cell_type,CD14+ Monocytes,5.282228528281869,5.458195562085738,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern2,LY6E,5,4.590168476104736,by_cell_type,CD4 T cells,3.8474348938381304,3.8388085639941822,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern2,LY6E,5,4.590168476104736,by_cell_type,CD8 T cells,3.296094495386933,3.1273465605428257,5,5,0,0,1.0,0.0625,up_in_stim,strong,0.0803319209039548
Pattern2,LY6E,5,4.590168476104736,by_cell_type,Dendritic cells,5.02563121992634,4.802260460993004,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.0490301724137931
Pattern2,LY6E,5,4.590168476104736,by_cell_type,FCGR3A+ Monocytes,3.620956220816467,3.8794367565739023,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.0490301724137931
Pattern2,LY6E,5,4.590168476104736,by_cell_type,Megakaryocytes,3.8993926242885006,3.8993926242885006,1,1,0,0,1.0,,up_in_stim,strong,
Pattern2,LY6E,5,4.590168476104736,by_cell_type,NK cells,2.8627223875110746,2.8575226558398468,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern2,IFIT1,6,4.066503047943115,by_cell_type,B cells,8.872781763412103,6.874363638576685,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern2,IFIT1,6,4.066503047943115,by_cell_type,CD14+ Monocytes,8.402809299724131,7.89385945180565,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern2,IFIT1,6,4.066503047943115,by_cell_type,CD4 T cells,6.601018880504453,6.437662520130598,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern2,IFIT1,6,4.066503047943115,by_cell_type,CD8 T cells,8.863125704552695,5.182067945473035,5,5,0,0,1.0,0.0625,up_in_stim,strong,0.0803319209039548
Pattern2,IFIT1,6,4.066503047943115,by_cell_type,Dendritic cells,9.788578859476255,8.265803848612727,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.0490301724137931
Pattern2,IFIT1,6,4.066503047943115,by_cell_type,FCGR3A+ Monocytes,7.287415478782568,7.269747056401647,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.0490301724137931
Pattern2,IFIT1,6,4.066503047943115,by_cell_type,Megakaryocytes,6.812215230739885,6.812215230739885,1,1,0,0,1.0,,up_in_stim,strong,
Pattern2,IFIT1,6,4.066503047943115,by_cell_type,NK cells,7.695975149350511,6.166855704540712,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern2,MX1,7,3.9137017726898193,by_cell_type,B cells,6.981674340506038,5.482650621420716,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern2,MX1,7,3.9137017726898193,by_cell_type,CD14+ Monocytes,5.569731136523442,5.405150334208358,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern2,MX1,7,3.9137017726898193,by_cell_type,CD4 T cells,4.658352111908827,4.384082155879905,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern2,MX1,7,3.9137017726898193,by_cell_type,CD8 T cells,8.50172336249965,4.907982532658325,5,5,0,0,1.0,0.0625,up_in_stim,strong,0.0803319209039548
Pattern2,MX1,7,3.9137017726898193,by_cell_type,Dendritic cells,6.642403279548493,5.838805872400913,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.0490301724137931
Pattern2,MX1,7,3.9137017726898193,by_cell_type,FCGR3A+ Monocytes,4.9481422862916595,5.210294044588267,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.0490301724137931
Pattern2,MX1,7,3.9137017726898193,by_cell_type,Megakaryocytes,6.141825565481636,6.141825565481636,1,1,0,0,1.0,,up_in_stim,strong,
Pattern2,MX1,7,3.9137017726898193,by_cell_type,NK cells,4.206120861556844,3.6621436901051325,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern2,FTH1,8,2.2250609397888184,by_cell_type,B cells,-1.3098243441406336,-1.2582921425349785,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern2,FTH1,8,2.2250609397888184,by_cell_type,CD14+ Monocytes,-1.133141654337639,-1.0824018232817014,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern2,FTH1,8,2.2250609397888184,by_cell_type,CD4 T cells,-0.845984476155722,-0.8403689297802117,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern2,FTH1,8,2.2250609397888184,by_cell_type,CD8 T cells,-1.0021307651834175,-0.9182330838954496,5,0,5,0,1.0,0.0625,down_in_stim,strong,0.0803319209039548
Pattern2,FTH1,8,2.2250609397888184,by_cell_type,Dendritic cells,-1.080423242998389,-0.9944972104603984,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.0490301724137931
Pattern2,FTH1,8,2.2250609397888184,by_cell_type,FCGR3A+ Monocytes,-1.0869520560166464,-1.1057151303919106,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.0490301724137931
Pattern2,FTH1,8,2.2250609397888184,by_cell_type,Megakaryocytes,0.468200785918107,0.468200785918107,1,1,0,0,1.0,,up_in_stim,moderate,
Pattern2,FTH1,8,2.2250609397888184,by_cell_type,NK cells,-0.6397938651378916,-0.6964991210954503,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern2,IFIT2,9,1.6207914352416992,by_cell_type,B cells,8.696103813435876,6.656054851789412,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern2,IFIT2,9,1.6207914352416992,by_cell_type,CD14+ Monocytes,8.306693303764323,7.813113345578339,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern2,IFIT2,9,1.6207914352416992,by_cell_type,CD4 T cells,5.595714093970635,5.805545483234935,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern2,IFIT2,9,1.6207914352416992,by_cell_type,CD8 T cells,6.150920123727034,4.874969353230111,5,5,0,0,1.0,0.0625,up_in_stim,strong,0.0803319209039548
Pattern2,IFIT2,9,1.6207914352416992,by_cell_type,Dendritic cells,11.94113810558313,12.969597545795954,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.0490301724137931
Pattern2,IFIT2,9,1.6207914352416992,by_cell_type,FCGR3A+ Monocytes,5.058659718080833,4.878944805678275,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.0490301724137931
Pattern2,IFIT2,9,1.6207914352416992,by_cell_type,Megakaryocytes,5.418417090337793,5.418417090337793,1,1,0,0,1.0,,up_in_stim,strong,
Pattern2,IFIT2,9,1.6207914352416992,by_cell_type,NK cells,5.1551052870799925,3.7618163841930468,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern2,IRF7,10,1.5521236658096313,by_cell_type,B cells,3.4154211065467646,3.2219704554857636,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern2,IRF7,10,1.5521236658096313,by_cell_type,CD14+ Monocytes,2.7484068421314896,2.870550024649031,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern2,IRF7,10,1.5521236658096313,by_cell_type,CD4 T cells,3.1365247597728887,3.1781575104949598,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern2,IRF7,10,1.5521236658096313,by_cell_type,CD8 T cells,3.156816138301071,3.3856241631252093,5,5,0,0,1.0,0.0625,up_in_stim,strong,0.0803319209039548
Pattern2,IRF7,10,1.5521236658096313,by_cell_type,Dendritic cells,3.3949019831890195,3.317050775938699,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.0490301724137931
Pattern2,IRF7,10,1.5521236658096313,by_cell_type,FCGR3A+ Monocytes,2.8295352232408946,2.72611013959886,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.0490301724137931
Pattern2,IRF7,10,1.5521236658096313,by_cell_type,Megakaryocytes,5.418417090337793,5.418417090337793,1,1,0,0,1.0,,up_in_stim,strong,
Pattern2,IRF7,10,1.5521236658096313,by_cell_type,NK cells,2.376715700686312,2.289379175433808,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern2,SAT1,11,1.5408142805099487,by_cell_type,B cells,1.7244797266426604,1.7464828467133673,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern2,SAT1,11,1.5408142805099487,by_cell_type,CD14+ Monocytes,1.3167229340569673,1.3521610813284148,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern2,SAT1,11,1.5408142805099487,by_cell_type,CD4 T cells,2.211620710996808,2.3007625889330825,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern2,SAT1,11,1.5408142805099487,by_cell_type,CD8 T cells,2.1715948336069015,1.9080398500723934,5,5,0,0,1.0,0.0625,up_in_stim,strong,0.0803319209039548
Pattern2,SAT1,11,1.5408142805099487,by_cell_type,Dendritic cells,0.9108086154749154,0.9984999932476049,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.0490301724137931
Pattern2,SAT1,11,1.5408142805099487,by_cell_type,FCGR3A+ Monocytes,0.8047046237271974,0.8292165386060919,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.0490301724137931
Pattern2,SAT1,11,1.5408142805099487,by_cell_type,Megakaryocytes,3.016407296823499,3.016407296823499,1,1,0,0,1.0,,up_in_stim,strong,
Pattern2,SAT1,11,1.5408142805099487,by_cell_type,NK cells,2.6639190835282225,2.6800554126718525,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern2,TNFSF10,12,1.4197511672973633,by_cell_type,B cells,5.8342378864125966,5.992988193362439,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern2,TNFSF10,12,1.4197511672973633,by_cell_type,CD14+ Monocytes,7.6993218765303215,7.49657433757152,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern2,TNFSF10,12,1.4197511672973633,by_cell_type,CD4 T cells,4.080733783503053,4.119544438441031,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern2,TNFSF10,12,1.4197511672973633,by_cell_type,CD8 T cells,2.6755373202282735,2.6408426682422856,5,5,0,0,1.0,0.0625,up_in_stim,strong,0.0803319209039548
Pattern2,TNFSF10,12,1.4197511672973633,by_cell_type,Dendritic cells,10.705461178526592,10.85222376252451,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.0490301724137931
Pattern2,TNFSF10,12,1.4197511672973633,by_cell_type,FCGR3A+ Monocytes,3.525014095587712,3.655625118411895,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.0490301724137931
Pattern2,TNFSF10,12,1.4197511672973633,by_cell_type,Megakaryocytes,5.824996331246958,5.824996331246958,1,1,0,0,1.0,,up_in_stim,strong,
Pattern2,TNFSF10,12,1.4197511672973633,by_cell_type,NK cells,2.7776185749637525,2.7204351374939435,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern2,OAS1,13,1.360102891921997,by_cell_type,B cells,5.268935303734473,3.9876129102346267,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern2,OAS1,13,1.360102891921997,by_cell_type,CD14+ Monocytes,4.413097184982123,4.570103721090101,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern2,OAS1,13,1.360102891921997,by_cell_type,CD4 T cells,4.984509685206662,5.089818751687418,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern2,OAS1,13,1.360102891921997,by_cell_type,CD8 T cells,8.252488941504517,5.422394576383801,5,5,0,0,1.0,0.0625,up_in_stim,strong,0.0803319209039548
Pattern2,OAS1,13,1.360102891921997,by_cell_type,Dendritic cells,5.24956809561467,5.259919613853726,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.0490301724137931
Pattern2,OAS1,13,1.360102891921997,by_cell_type,FCGR3A+ Monocytes,2.182372956348788,2.2633396202266605,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.0490301724137931
Pattern2,OAS1,13,1.360102891921997,by_cell_type,Megakaryocytes,4.850223776745797,4.850223776745797,1,1,0,0,1.0,,up_in_stim,strong,
Pattern2,OAS1,13,1.360102891921997,by_cell_type,NK cells,5.997479041688994,3.871849756296694,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern2,PLSCR1,14,1.190071702003479,by_cell_type,B cells,3.779572491559236,3.809370636136479,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern2,PLSCR1,14,1.190071702003479,by_cell_type,CD14+ Monocytes,2.3012387881180416,2.3862725476844417,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern2,PLSCR1,14,1.190071702003479,by_cell_type,CD4 T cells,4.372775654752369,4.464561117072439,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern2,PLSCR1,14,1.190071702003479,by_cell_type,CD8 T cells,5.882947643515252,4.485958915003995,5,5,0,0,1.0,0.0625,up_in_stim,strong,0.0803319209039548
Pattern2,PLSCR1,14,1.190071702003479,by_cell_type,Dendritic cells,2.8233254676382473,2.7336942078229214,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.0490301724137931
Pattern2,PLSCR1,14,1.190071702003479,by_cell_type,FCGR3A+ Monocytes,2.0308894325467484,2.1348274010359107,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.0490301724137931
Pattern2,PLSCR1,14,1.190071702003479,by_cell_type,Megakaryocytes,5.418417090337793,5.418417090337793,1,1,0,0,1.0,,up_in_stim,strong,
Pattern2,PLSCR1,14,1.190071702003479,by_cell_type,NK cells,3.5571378422626068,3.7325538598060213,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern2,BST2,15,1.088663935661316,by_cell_type,B cells,1.839008721395931,2.045575342469264,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern2,BST2,15,1.088663935661316,by_cell_type,CD14+ Monocytes,2.059844495261032,2.0880871160488876,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern2,BST2,15,1.088663935661316,by_cell_type,CD4 T cells,2.1112919585256305,2.154111892012182,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern2,BST2,15,1.088663935661316,by_cell_type,CD8 T cells,2.1223231296927945,1.896426820916039,5,5,0,0,1.0,0.0625,up_in_stim,strong,0.0803319209039548
Pattern2,BST2,15,1.088663935661316,by_cell_type,Dendritic cells,2.3626321104799177,2.2772248724386044,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.0490301724137931
Pattern2,BST2,15,1.088663935661316,by_cell_type,FCGR3A+ Monocytes,1.439979378900735,1.5097432139441516,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.0490301724137931
Pattern2,BST2,15,1.088663935661316,by_cell_type,Megakaryocytes,-4.115166164695357,-4.115166164695357,1,0,1,0,1.0,,down_in_stim,strong,
Pattern2,BST2,15,1.088663935661316,by_cell_type,NK cells,1.5378749199290112,1.631638139767932,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern3,FTH1,1,5.682473182678223,by_cell_type,B cells,-1.3098243441406336,-1.2582921425349785,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern3,FTH1,1,5.682473182678223,by_cell_type,CD14+ Monocytes,-1.133141654337639,-1.0824018232817014,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern3,FTH1,1,5.682473182678223,by_cell_type,CD4 T cells,-0.845984476155722,-0.8403689297802117,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern3,FTH1,1,5.682473182678223,by_cell_type,CD8 T cells,-1.0021307651834175,-0.9182330838954496,5,0,5,0,1.0,0.0625,down_in_stim,strong,0.0803319209039548
Pattern3,FTH1,1,5.682473182678223,by_cell_type,Dendritic cells,-1.080423242998389,-0.9944972104603984,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.0490301724137931
Pattern3,FTH1,1,5.682473182678223,by_cell_type,FCGR3A+ Monocytes,-1.0869520560166464,-1.1057151303919106,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.0490301724137931
Pattern3,FTH1,1,5.682473182678223,by_cell_type,Megakaryocytes,0.468200785918107,0.468200785918107,1,1,0,0,1.0,,up_in_stim,moderate,
Pattern3,FTH1,1,5.682473182678223,by_cell_type,NK cells,-0.6397938651378916,-0.6964991210954503,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern3,FTL,2,5.339357376098633,by_cell_type,B cells,-0.925740020974422,-0.8218382879384096,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern3,FTL,2,5.339357376098633,by_cell_type,CD14+ Monocytes,-0.604903657267645,-0.5751191166642826,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern3,FTL,2,5.339357376098633,by_cell_type,CD4 T cells,-0.671531719426218,-0.6680025334571393,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern3,FTL,2,5.339357376098633,by_cell_type,CD8 T cells,-0.7888354557232727,-0.7397202165468251,5,0,5,0,1.0,0.0625,down_in_stim,strong,0.0803319209039548
Pattern3,FTL,2,5.339357376098633,by_cell_type,Dendritic cells,-0.4946768045828482,-0.5708221172266859,6,1,5,0,0.8333333333333334,0.0625,down_in_stim,moderate,0.0803319209039548
Pattern3,FTL,2,5.339357376098633,by_cell_type,FCGR3A+ Monocytes,-0.6844409423777827,-0.6948111792041063,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.0490301724137931
Pattern3,FTL,2,5.339357376098633,by_cell_type,Megakaryocytes,-0.2730577877128404,-0.2730577877128404,1,0,1,0,1.0,,down_in_stim,moderate,
Pattern3,FTL,2,5.339357376098633,by_cell_type,NK cells,-0.7394631680025365,-0.81937274878912,8,1,7,0,0.875,0.015625,down_in_stim,strong,0.038018048128342245
Pattern3,ANXA1,3,5.205443382263184,by_cell_type,B cells,1.9878998802099845,0.9587864000271389,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern3,ANXA1,3,5.205443382263184,by_cell_type,CD14+ Monocytes,0.2979936423619909,0.26605135355211473,8,7,1,0,0.875,0.015625,up_in_stim,moderate,0.038018048128342245
Pattern3,ANXA1,3,5.205443382263184,by_cell_type,CD4 T cells,0.09077107333524448,0.09268658060996149,8,5,3,0,0.625,0.1484375,up_in_stim,weak_or_mixed,0.1810698726541555
Pattern3,ANXA1,3,5.205443382263184,by_cell_type,CD8 T cells,0.21255265078384794,0.2673230339746908,5,4,1,0,0.8,0.4375,up_in_stim,suggestive,0.4878982843137255
Pattern3,ANXA1,3,5.205443382263184,by_cell_type,Dendritic cells,0.20999468244023353,0.08634647954111685,6,4,2,0,0.6666666666666666,0.21875,up_in_stim,suggestive,0.2585227272727273
Pattern3,ANXA1,3,5.205443382263184,by_cell_type,FCGR3A+ Monocytes,0.5553534661144148,0.41132706981930944,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.0490301724137931
Pattern3,ANXA1,3,5.205443382263184,by_cell_type,Megakaryocytes,2.2862845270824,2.2862845270824,1,1,0,0,1.0,,up_in_stim,strong,
Pattern3,ANXA1,3,5.205443382263184,by_cell_type,NK cells,1.02415720933859,0.884284048981308,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern3,SH3BGRL3,4,4.005622863769531,by_cell_type,B cells,-1.1812158665059445,-1.1920753523603453,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern3,SH3BGRL3,4,4.005622863769531,by_cell_type,CD14+ Monocytes,-1.137269629307412,-1.1168553558819898,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern3,SH3BGRL3,4,4.005622863769531,by_cell_type,CD4 T cells,-0.5423936812893617,-0.5381078779960875,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern3,SH3BGRL3,4,4.005622863769531,by_cell_type,CD8 T cells,-0.9635245092406649,-0.9857241227020221,5,0,5,0,1.0,0.0625,down_in_stim,strong,0.0803319209039548
Pattern3,SH3BGRL3,4,4.005622863769531,by_cell_type,Dendritic cells,-1.0733722485004478,-1.0910339325695242,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.0490301724137931
Pattern3,SH3BGRL3,4,4.005622863769531,by_cell_type,FCGR3A+ Monocytes,-1.0596240419199499,-1.0117389260211214,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.0490301724137931
Pattern3,SH3BGRL3,4,4.005622863769531,by_cell_type,Megakaryocytes,-0.22270491234475198,-0.22270491234475198,1,0,1,0,1.0,,down_in_stim,suggestive,
Pattern3,SH3BGRL3,4,4.005622863769531,by_cell_type,NK cells,-1.1374592976578628,-1.1581634310141418,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern3,GAPDH,5,1.5539350509643555,by_cell_type,B cells,-1.1472860453082816,-1.1139802939629435,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern3,GAPDH,5,1.5539350509643555,by_cell_type,CD14+ Monocytes,-1.3743945929288854,-1.3980464138711213,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern3,GAPDH,5,1.5539350509643555,by_cell_type,CD4 T cells,-0.9105630987578597,-0.8050774813771584,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern3,GAPDH,5,1.5539350509643555,by_cell_type,CD8 T cells,-0.971845931956047,-0.8922423228228809,5,0,5,0,1.0,0.0625,down_in_stim,strong,0.0803319209039548
Pattern3,GAPDH,5,1.5539350509643555,by_cell_type,Dendritic cells,-0.904039595949854,-0.9104709830676034,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.0490301724137931
Pattern3,GAPDH,5,1.5539350509643555,by_cell_type,FCGR3A+ Monocytes,-1.1068140589826976,-1.0537590634878873,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.0490301724137931
Pattern3,GAPDH,5,1.5539350509643555,by_cell_type,Megakaryocytes,-0.22270491234475198,-0.22270491234475198,1,0,1,0,1.0,,down_in_stim,suggestive,
Pattern3,GAPDH,5,1.5539350509643555,by_cell_type,NK cells,-1.0705271442142008,-1.0782526392490075,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern3,S100A11,6,0.5295759439468384,by_cell_type,B cells,0.13926747333730027,0.22762729728203546,8,5,3,0,0.625,0.640625,up_in_stim,suggestive,0.6826331967213115
Pattern3,S100A11,6,0.5295759439468384,by_cell_type,CD14+ Monocytes,-0.22550135013843398,-0.25187751436382566,8,0,8,0,1.0,0.0078125,down_in_stim,suggestive,0.020547326589595377
Pattern3,S100A11,6,0.5295759439468384,by_cell_type,CD4 T cells,-0.34424068493927606,-0.40792421193414974,8,0,8,0,1.0,0.0078125,down_in_stim,moderate,0.020547326589595377
Pattern3,S100A11,6,0.5295759439468384,by_cell_type,CD8 T cells,0.09524622596088825,0.07872195648232072,5,3,2,0,0.6,0.8125,up_in_stim,weak_or_mixed,0.8479071100917431
Pattern3,S100A11,6,0.5295759439468384,by_cell_type,Dendritic cells,0.22846325865691655,0.27483203558030667,6,5,1,0,0.8333333333333334,0.0625,up_in_stim,suggestive,0.0803319209039548
Pattern3,S100A11,6,0.5295759439468384,by_cell_type,FCGR3A+ Monocytes,0.10156802315389306,0.16662731889927862,6,4,2,0,0.6666666666666666,0.4375,up_in_stim,suggestive,0.4878982843137255
Pattern3,S100A11,6,0.5295759439468384,by_cell_type,Megakaryocytes,0.0,0.0,1,0,0,1,1.0,,mixed_or_unclear,weak_or_mixed,
Pattern3,S100A11,6,0.5295759439468384,by_cell_type,NK cells,-0.02664115918547183,0.021329409831918333,8,5,3,0,0.625,0.9453125,down_in_stim,weak_or_mixed,0.9709191591422122
Pattern3,S100A6,7,0.43808192014694214,by_cell_type,B cells,-0.498707729047867,-0.5015998497575236,8,0,8,0,1.0,0.0078125,down_in_stim,moderate,0.020547326589595377
Pattern3,S100A6,7,0.43808192014694214,by_cell_type,CD14+ Monocytes,-1.0745877843519696,-1.0987448977846306,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern3,S100A6,7,0.43808192014694214,by_cell_type,CD4 T cells,-0.6352676504036048,-0.7264164934476254,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern3,S100A6,7,0.43808192014694214,by_cell_type,CD8 T cells,-0.8811412907832296,-0.8530449720740716,5,0,5,0,1.0,0.0625,down_in_stim,strong,0.0803319209039548
Pattern3,S100A6,7,0.43808192014694214,by_cell_type,Dendritic cells,-0.47391449486795373,-0.4458315106432016,6,0,6,0,1.0,0.03125,down_in_stim,moderate,0.0490301724137931
Pattern3,S100A6,7,0.43808192014694214,by_cell_type,FCGR3A+ Monocytes,-0.7432066320601193,-0.7814779273839143,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.0490301724137931
Pattern3,S100A6,7,0.43808192014694214,by_cell_type,Megakaryocytes,3.8993926242885006,3.8993926242885006,1,1,0,0,1.0,,up_in_stim,strong,
Pattern3,S100A6,7,0.43808192014694214,by_cell_type,NK cells,-1.1491767631602285,-1.2543116621824142,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern3,VIM,8,0.39357268810272217,by_cell_type,B cells,-0.7344357322464945,-0.6609529302705823,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern3,VIM,8,0.39357268810272217,by_cell_type,CD14+ Monocytes,-1.0233817489171206,-1.030687853870404,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern3,VIM,8,0.39357268810272217,by_cell_type,CD4 T cells,-0.8292856054095605,-0.8648136807963329,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern3,VIM,8,0.39357268810272217,by_cell_type,CD8 T cells,-1.211829993186886,-1.3340150172559824,5,0,5,0,1.0,0.0625,down_in_stim,strong,0.0803319209039548
Pattern3,VIM,8,0.39357268810272217,by_cell_type,Dendritic cells,-0.723510034764851,-0.6919804082315704,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.0490301724137931
Pattern3,VIM,8,0.39357268810272217,by_cell_type,FCGR3A+ Monocytes,-0.6553079914716907,-0.6515250109689941,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.0490301724137931
