"gene","pattern","rank","cogaps_weight","contrast_scope","cell_type","mean_log2fc_stim_vs_ctrl","median_log2fc_stim_vs_ctrl","n_pairs","n_up_pairs","n_down_pairs","n_zero_pairs","sign_consistency","wilcoxon_pvalue","direction","evidence_strength","wilcoxon_fdr"
"IFIT3","Pattern2",4,4.98956537246704,"by_cell_type","CD14+ Monocytes",7.10734820826089,6.99497108287923,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"IFIT3","Pattern2",4,4.98956537246704,"by_cell_type","CD4 T cells",6.51538983743008,6.72123721957729,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"IFIT3","Pattern2",4,4.98956537246704,"by_cell_type","CD8 T cells",9.23166783294431,6.86955951833922,5,5,0,0,1,0.0590582290905367,"up_in_stim","strong",0.0736928206665611
"IFIT3","Pattern2",4,4.98956537246704,"by_cell_type","Dendritic cells",10.5153850810686,10.9168476499426,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0545853156888165
"IFIT3","Pattern2",4,4.98956537246704,"by_cell_type","FCGR3A+ Monocytes",4.98615440236571,4.48863814320781,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0545853156888165
"IFIT3","Pattern2",4,4.98956537246704,"by_cell_type","Megakaryocytes",5.82499633124696,5.82499633124696,1,1,0,0,1,NA,"up_in_stim","strong",NA
"IFIT3","Pattern2",4,4.98956537246704,"by_cell_type","NK cells",5.29394415367551,5.52655183826935,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"LY6E","Pattern2",5,4.59016847610474,"by_cell_type","B cells",3.82346741365819,3.55973575115994,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"LY6E","Pattern2",5,4.59016847610474,"by_cell_type","CD14+ Monocytes",5.28222852828187,5.45819556208574,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"LY6E","Pattern2",5,4.59016847610474,"by_cell_type","CD4 T cells",3.84743489383813,3.83880856399418,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"LY6E","Pattern2",5,4.59016847610474,"by_cell_type","CD8 T cells",3.29609449538693,3.12734656054283,5,5,0,0,1,0.0590582290905367,"up_in_stim","strong",0.0736928206665611
"LY6E","Pattern2",5,4.59016847610474,"by_cell_type","Dendritic cells",5.02563121992634,4.802260460993,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0545853156888165
"LY6E","Pattern2",5,4.59016847610474,"by_cell_type","FCGR3A+ Monocytes",3.62095622081647,3.8794367565739,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0545853156888165
"LY6E","Pattern2",5,4.59016847610474,"by_cell_type","Megakaryocytes",3.8993926242885,3.8993926242885,1,1,0,0,1,NA,"up_in_stim","strong",NA
"LY6E","Pattern2",5,4.59016847610474,"by_cell_type","NK cells",2.86272238751107,2.85752265583985,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"IFIT1","Pattern2",6,4.06650304794312,"by_cell_type","B cells",8.8727817634121,6.87436363857668,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"IFIT1","Pattern2",6,4.06650304794312,"by_cell_type","CD14+ Monocytes",8.40280929972413,7.89385945180565,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"IFIT1","Pattern2",6,4.06650304794312,"by_cell_type","CD4 T cells",6.60101888050445,6.4376625201306,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"IFIT1","Pattern2",6,4.06650304794312,"by_cell_type","CD8 T cells",8.8631257045527,5.18206794547303,5,5,0,0,1,0.0590582290905367,"up_in_stim","strong",0.0736928206665611
"IFIT1","Pattern2",6,4.06650304794312,"by_cell_type","Dendritic cells",9.78857885947625,8.26580384861273,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0545853156888165
"IFIT1","Pattern2",6,4.06650304794312,"by_cell_type","FCGR3A+ Monocytes",7.28741547878257,7.26974705640165,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0545853156888165
"IFIT1","Pattern2",6,4.06650304794312,"by_cell_type","Megakaryocytes",6.81221523073989,6.81221523073989,1,1,0,0,1,NA,"up_in_stim","strong",NA
"IFIT1","Pattern2",6,4.06650304794312,"by_cell_type","NK cells",7.69597514935051,6.16685570454071,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"MX1","Pattern2",7,3.91370177268982,"by_cell_type","B cells",6.98167434050604,5.48265062142072,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"MX1","Pattern2",7,3.91370177268982,"by_cell_type","CD14+ Monocytes",5.56973113652344,5.40515033420836,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"MX1","Pattern2",7,3.91370177268982,"by_cell_type","CD4 T cells",4.65835211190883,4.3840821558799,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"MX1","Pattern2",7,3.91370177268982,"by_cell_type","CD8 T cells",8.50172336249965,4.90798253265833,5,5,0,0,1,0.0590582290905367,"up_in_stim","strong",0.0736928206665611
"MX1","Pattern2",7,3.91370177268982,"by_cell_type","Dendritic cells",6.64240327954849,5.83880587240091,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0545853156888165
"MX1","Pattern2",7,3.91370177268982,"by_cell_type","FCGR3A+ Monocytes",4.94814228629166,5.21029404458827,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0545853156888165
"MX1","Pattern2",7,3.91370177268982,"by_cell_type","Megakaryocytes",6.14182556548164,6.14182556548164,1,1,0,0,1,NA,"up_in_stim","strong",NA
"MX1","Pattern2",7,3.91370177268982,"by_cell_type","NK cells",4.20612086155684,3.66214369010513,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"FTH1","Pattern2",8,2.22506093978882,"by_cell_type","B cells",-1.30982434414063,-1.25829214253498,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"FTH1","Pattern2",8,2.22506093978882,"by_cell_type","CD14+ Monocytes",-1.13314165433764,-1.0824018232817,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"FTH1","Pattern2",8,2.22506093978882,"by_cell_type","CD4 T cells",-0.845984476155722,-0.840368929780212,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"FTH1","Pattern2",8,2.22506093978882,"by_cell_type","CD8 T cells",-1.00213076518342,-0.91823308389545,5,0,5,0,1,0.0590582290905367,"down_in_stim","strong",0.0736928206665611
"FTH1","Pattern2",8,2.22506093978882,"by_cell_type","Dendritic cells",-1.08042324299839,-0.994497210460398,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0545853156888165
"FTH1","Pattern2",8,2.22506093978882,"by_cell_type","FCGR3A+ Monocytes",-1.08695205601665,-1.10571513039191,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0545853156888165
"FTH1","Pattern2",8,2.22506093978882,"by_cell_type","Megakaryocytes",0.468200785918107,0.468200785918107,1,1,0,0,1,NA,"up_in_stim","moderate",NA
"FTH1","Pattern2",8,2.22506093978882,"by_cell_type","NK cells",-0.639793865137892,-0.69649912109545,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"IFIT2","Pattern2",9,1.6207914352417,"by_cell_type","B cells",8.69610381343588,6.65605485178941,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"IFIT2","Pattern2",9,1.6207914352417,"by_cell_type","CD14+ Monocytes",8.30669330376432,7.81311334557834,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"IFIT2","Pattern2",9,1.6207914352417,"by_cell_type","CD4 T cells",5.59571409397063,5.80554548323494,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"IFIT2","Pattern2",9,1.6207914352417,"by_cell_type","CD8 T cells",6.15092012372703,4.87496935323011,5,5,0,0,1,0.0590582290905367,"up_in_stim","strong",0.0736928206665611
"IFIT2","Pattern2",9,1.6207914352417,"by_cell_type","Dendritic cells",11.9411381055831,12.969597545796,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0545853156888165
"IFIT2","Pattern2",9,1.6207914352417,"by_cell_type","FCGR3A+ Monocytes",5.05865971808083,4.87894480567827,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0545853156888165
"IFIT2","Pattern2",9,1.6207914352417,"by_cell_type","Megakaryocytes",5.41841709033779,5.41841709033779,1,1,0,0,1,NA,"up_in_stim","strong",NA
"IFIT2","Pattern2",9,1.6207914352417,"by_cell_type","NK cells",5.15510528707999,3.76181638419305,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"IRF7","Pattern2",10,1.55212366580963,"by_cell_type","B cells",3.41542110654676,3.22197045548576,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"IRF7","Pattern2",10,1.55212366580963,"by_cell_type","CD14+ Monocytes",2.74840684213149,2.87055002464903,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"IRF7","Pattern2",10,1.55212366580963,"by_cell_type","CD4 T cells",3.13652475977289,3.17815751049496,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"IRF7","Pattern2",10,1.55212366580963,"by_cell_type","CD8 T cells",3.15681613830107,3.38562416312521,5,5,0,0,1,0.0590582290905367,"up_in_stim","strong",0.0736928206665611
"IRF7","Pattern2",10,1.55212366580963,"by_cell_type","Dendritic cells",3.39490198318902,3.3170507759387,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0545853156888165
"IRF7","Pattern2",10,1.55212366580963,"by_cell_type","FCGR3A+ Monocytes",2.82953522324089,2.72611013959886,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0545853156888165
"IRF7","Pattern2",10,1.55212366580963,"by_cell_type","Megakaryocytes",5.41841709033779,5.41841709033779,1,1,0,0,1,NA,"up_in_stim","strong",NA
"IRF7","Pattern2",10,1.55212366580963,"by_cell_type","NK cells",2.37671570068631,2.28937917543381,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"SAT1","Pattern2",11,1.54081428050995,"by_cell_type","B cells",1.72447972664266,1.74648284671337,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"SAT1","Pattern2",11,1.54081428050995,"by_cell_type","CD14+ Monocytes",1.31672293405697,1.35216108132841,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"SAT1","Pattern2",11,1.54081428050995,"by_cell_type","CD4 T cells",2.21162071099681,2.30076258893308,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"SAT1","Pattern2",11,1.54081428050995,"by_cell_type","CD8 T cells",2.1715948336069,1.90803985007239,5,5,0,0,1,0.0590582290905367,"up_in_stim","strong",0.0736928206665611
"SAT1","Pattern2",11,1.54081428050995,"by_cell_type","Dendritic cells",0.910808615474915,0.998499993247605,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0545853156888165
"SAT1","Pattern2",11,1.54081428050995,"by_cell_type","FCGR3A+ Monocytes",0.804704623727197,0.829216538606092,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0545853156888165
"SAT1","Pattern2",11,1.54081428050995,"by_cell_type","Megakaryocytes",3.0164072968235,3.0164072968235,1,1,0,0,1,NA,"up_in_stim","strong",NA
"SAT1","Pattern2",11,1.54081428050995,"by_cell_type","NK cells",2.66391908352822,2.68005541267185,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"TNFSF10","Pattern2",12,1.41975116729736,"by_cell_type","B cells",5.8342378864126,5.99298819336244,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"TNFSF10","Pattern2",12,1.41975116729736,"by_cell_type","CD14+ Monocytes",7.69932187653032,7.49657433757152,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"TNFSF10","Pattern2",12,1.41975116729736,"by_cell_type","CD4 T cells",4.08073378350305,4.11954443844103,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"TNFSF10","Pattern2",12,1.41975116729736,"by_cell_type","CD8 T cells",2.67553732022827,2.64084266824229,5,5,0,0,1,0.0590582290905367,"up_in_stim","strong",0.0736928206665611
"TNFSF10","Pattern2",12,1.41975116729736,"by_cell_type","Dendritic cells",10.7054611785266,10.8522237625245,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0545853156888165
"TNFSF10","Pattern2",12,1.41975116729736,"by_cell_type","FCGR3A+ Monocytes",3.52501409558771,3.6556251184119,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0545853156888165
"TNFSF10","Pattern2",12,1.41975116729736,"by_cell_type","Megakaryocytes",5.82499633124696,5.82499633124696,1,1,0,0,1,NA,"up_in_stim","strong",NA
"TNFSF10","Pattern2",12,1.41975116729736,"by_cell_type","NK cells",2.77761857496375,2.72043513749394,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"OAS1","Pattern2",13,1.360102891922,"by_cell_type","B cells",5.26893530373447,3.98761291023463,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"OAS1","Pattern2",13,1.360102891922,"by_cell_type","CD14+ Monocytes",4.41309718498212,4.5701037210901,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"OAS1","Pattern2",13,1.360102891922,"by_cell_type","CD4 T cells",4.98450968520666,5.08981875168742,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"OAS1","Pattern2",13,1.360102891922,"by_cell_type","CD8 T cells",8.25248894150452,5.4223945763838,5,5,0,0,1,0.0590582290905367,"up_in_stim","strong",0.0736928206665611
"OAS1","Pattern2",13,1.360102891922,"by_cell_type","Dendritic cells",5.24956809561467,5.25991961385373,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0545853156888165
"OAS1","Pattern2",13,1.360102891922,"by_cell_type","FCGR3A+ Monocytes",2.18237295634879,2.26333962022666,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0545853156888165
"OAS1","Pattern2",13,1.360102891922,"by_cell_type","Megakaryocytes",4.8502237767458,4.8502237767458,1,1,0,0,1,NA,"up_in_stim","strong",NA
"OAS1","Pattern2",13,1.360102891922,"by_cell_type","NK cells",5.99747904168899,3.87184975629669,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"PLSCR1","Pattern2",14,1.19007170200348,"by_cell_type","B cells",3.77957249155924,3.80937063613648,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"PLSCR1","Pattern2",14,1.19007170200348,"by_cell_type","CD14+ Monocytes",2.30123878811804,2.38627254768444,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"PLSCR1","Pattern2",14,1.19007170200348,"by_cell_type","CD4 T cells",4.37277565475237,4.46456111707244,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"PLSCR1","Pattern2",14,1.19007170200348,"by_cell_type","CD8 T cells",5.88294764351525,4.485958915004,5,5,0,0,1,0.0590582290905367,"up_in_stim","strong",0.0736928206665611
"PLSCR1","Pattern2",14,1.19007170200348,"by_cell_type","Dendritic cells",2.82332546763825,2.73369420782292,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0545853156888165
"PLSCR1","Pattern2",14,1.19007170200348,"by_cell_type","FCGR3A+ Monocytes",2.03088943254675,2.13482740103591,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0545853156888165
"PLSCR1","Pattern2",14,1.19007170200348,"by_cell_type","Megakaryocytes",5.41841709033779,5.41841709033779,1,1,0,0,1,NA,"up_in_stim","strong",NA
"PLSCR1","Pattern2",14,1.19007170200348,"by_cell_type","NK cells",3.55713784226261,3.73255385980602,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"BST2","Pattern2",15,1.08866393566132,"by_cell_type","B cells",1.83900872139593,2.04557534246926,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"BST2","Pattern2",15,1.08866393566132,"by_cell_type","CD14+ Monocytes",2.05984449526103,2.08808711604889,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"BST2","Pattern2",15,1.08866393566132,"by_cell_type","CD4 T cells",2.11129195852563,2.15411189201218,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"BST2","Pattern2",15,1.08866393566132,"by_cell_type","CD8 T cells",2.12232312969279,1.89642682091604,5,5,0,0,1,0.0590582290905367,"up_in_stim","strong",0.0736928206665611
"BST2","Pattern2",15,1.08866393566132,"by_cell_type","Dendritic cells",2.36263211047992,2.2772248724386,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0545853156888165
"BST2","Pattern2",15,1.08866393566132,"by_cell_type","FCGR3A+ Monocytes",1.43997937890073,1.50974321394415,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0545853156888165
"BST2","Pattern2",15,1.08866393566132,"by_cell_type","Megakaryocytes",-4.11516616469536,-4.11516616469536,1,0,1,0,1,NA,"down_in_stim","strong",NA
"BST2","Pattern2",15,1.08866393566132,"by_cell_type","NK cells",1.53787491992901,1.63163813976793,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"FTH1","Pattern3",1,5.68247318267822,"by_cell_type","B cells",-1.30982434414063,-1.25829214253498,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"FTH1","Pattern3",1,5.68247318267822,"by_cell_type","CD14+ Monocytes",-1.13314165433764,-1.0824018232817,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"FTH1","Pattern3",1,5.68247318267822,"by_cell_type","CD4 T cells",-0.845984476155722,-0.840368929780212,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"FTH1","Pattern3",1,5.68247318267822,"by_cell_type","CD8 T cells",-1.00213076518342,-0.91823308389545,5,0,5,0,1,0.0590582290905367,"down_in_stim","strong",0.0736928206665611
"FTH1","Pattern3",1,5.68247318267822,"by_cell_type","Dendritic cells",-1.08042324299839,-0.994497210460398,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0545853156888165
"FTH1","Pattern3",1,5.68247318267822,"by_cell_type","FCGR3A+ Monocytes",-1.08695205601665,-1.10571513039191,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0545853156888165
"FTH1","Pattern3",1,5.68247318267822,"by_cell_type","Megakaryocytes",0.468200785918107,0.468200785918107,1,1,0,0,1,NA,"up_in_stim","moderate",NA
"FTH1","Pattern3",1,5.68247318267822,"by_cell_type","NK cells",-0.639793865137892,-0.69649912109545,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"FTL","Pattern3",2,5.33935737609863,"by_cell_type","B cells",-0.925740020974422,-0.82183828793841,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"FTL","Pattern3",2,5.33935737609863,"by_cell_type","CD14+ Monocytes",-0.604903657267645,-0.575119116664283,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"FTL","Pattern3",2,5.33935737609863,"by_cell_type","CD4 T cells",-0.671531719426218,-0.668002533457139,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"FTL","Pattern3",2,5.33935737609863,"by_cell_type","CD8 T cells",-0.788835455723273,-0.739720216546825,5,0,5,0,1,0.0590582290905367,"down_in_stim","strong",0.0736928206665611
"FTL","Pattern3",2,5.33935737609863,"by_cell_type","Dendritic cells",-0.494676804582848,-0.570822117226686,6,1,5,0,0.833333333333333,0.0591720678258594,"down_in_stim","moderate",0.0736928206665611
"FTL","Pattern3",2,5.33935737609863,"by_cell_type","FCGR3A+ Monocytes",-0.684440942377783,-0.694811179204106,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0545853156888165
"FTL","Pattern3",2,5.33935737609863,"by_cell_type","Megakaryocytes",-0.27305778771284,-0.27305778771284,1,0,1,0,1,NA,"down_in_stim","moderate",NA
"FTL","Pattern3",2,5.33935737609863,"by_cell_type","NK cells",-0.739463168002537,-0.81937274878912,8,1,7,0,0.875,0.0208625823327655,"down_in_stim","strong",0.048401191012016
"ANXA1","Pattern3",3,5.20544338226318,"by_cell_type","B cells",1.98789988020998,0.958786400027139,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"ANXA1","Pattern3",3,5.20544338226318,"by_cell_type","CD14+ Monocytes",0.297993642361991,0.266051353552115,8,7,1,0,0.875,0.0208625823327655,"up_in_stim","moderate",0.048401191012016
"ANXA1","Pattern3",3,5.20544338226318,"by_cell_type","CD4 T cells",0.0907710733352445,0.0926865806099615,8,5,3,0,0.625,0.141482121482793,"up_in_stim","weak_or_mixed",0.169321337906673
"ANXA1","Pattern3",3,5.20544338226318,"by_cell_type","CD8 T cells",0.212552650783848,0.267323033974691,5,4,1,0,0.8,0.41849223344682,"up_in_stim","suggestive",0.461706105378828
"ANXA1","Pattern3",3,5.20544338226318,"by_cell_type","Dendritic cells",0.209994682440234,0.0863464795411168,6,4,2,0,0.666666666666667,0.208412803684149,"up_in_stim","suggestive",0.240385222431149
"ANXA1","Pattern3",3,5.20544338226318,"by_cell_type","FCGR3A+ Monocytes",0.555353466114415,0.411327069819309,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0545853156888165
"ANXA1","Pattern3",3,5.20544338226318,"by_cell_type","Megakaryocytes",2.2862845270824,2.2862845270824,1,1,0,0,1,NA,"up_in_stim","strong",NA
"ANXA1","Pattern3",3,5.20544338226318,"by_cell_type","NK cells",1.02415720933859,0.884284048981308,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"SH3BGRL3","Pattern3",4,4.00562286376953,"by_cell_type","B cells",-1.18121586650594,-1.19207535236035,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"SH3BGRL3","Pattern3",4,4.00562286376953,"by_cell_type","CD14+ Monocytes",-1.13726962930741,-1.11685535588199,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"SH3BGRL3","Pattern3",4,4.00562286376953,"by_cell_type","CD4 T cells",-0.542393681289362,-0.538107877996088,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"SH3BGRL3","Pattern3",4,4.00562286376953,"by_cell_type","CD8 T cells",-0.963524509240665,-0.985724122702022,5,0,5,0,1,0.0590582290905367,"down_in_stim","strong",0.0736928206665611
"SH3BGRL3","Pattern3",4,4.00562286376953,"by_cell_type","Dendritic cells",-1.07337224850045,-1.09103393256952,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0545853156888165
"SH3BGRL3","Pattern3",4,4.00562286376953,"by_cell_type","FCGR3A+ Monocytes",-1.05962404191995,-1.01173892602112,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0545853156888165
"SH3BGRL3","Pattern3",4,4.00562286376953,"by_cell_type","Megakaryocytes",-0.222704912344752,-0.222704912344752,1,0,1,0,1,NA,"down_in_stim","suggestive",NA
"SH3BGRL3","Pattern3",4,4.00562286376953,"by_cell_type","NK cells",-1.13745929765786,-1.15816343101414,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"GAPDH","Pattern3",5,1.55393505096436,"by_cell_type","B cells",-1.14728604530828,-1.11398029396294,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"GAPDH","Pattern3",5,1.55393505096436,"by_cell_type","CD14+ Monocytes",-1.37439459292889,-1.39804641387112,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"GAPDH","Pattern3",5,1.55393505096436,"by_cell_type","CD4 T cells",-0.91056309875786,-0.805077481377158,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"GAPDH","Pattern3",5,1.55393505096436,"by_cell_type","CD8 T cells",-0.971845931956047,-0.892242322822881,5,0,5,0,1,0.0590582290905367,"down_in_stim","strong",0.0736928206665611
"GAPDH","Pattern3",5,1.55393505096436,"by_cell_type","Dendritic cells",-0.904039595949854,-0.910470983067603,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0545853156888165
"GAPDH","Pattern3",5,1.55393505096436,"by_cell_type","FCGR3A+ Monocytes",-1.1068140589827,-1.05375906348789,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0545853156888165
"GAPDH","Pattern3",5,1.55393505096436,"by_cell_type","Megakaryocytes",-0.222704912344752,-0.222704912344752,1,0,1,0,1,NA,"down_in_stim","suggestive",NA
"GAPDH","Pattern3",5,1.55393505096436,"by_cell_type","NK cells",-1.0705271442142,-1.07825263924901,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"S100A11","Pattern3",6,0.529575943946838,"by_cell_type","B cells",0.1392674733373,0.227627297282035,8,5,3,0,0.625,0.62406453246517,"up_in_stim","suggestive",0.659818229637654
"S100A11","Pattern3",6,0.529575943946838,"by_cell_type","CD14+ Monocytes",-0.225501350138434,-0.251877514363826,8,0,8,0,1,0.0142661867014469,"down_in_stim","suggestive",0.0355341828269169
"S100A11","Pattern3",6,0.529575943946838,"by_cell_type","CD4 T cells",-0.344240684939276,-0.40792421193415,8,0,8,0,1,0.0142661867014469,"down_in_stim","moderate",0.0355341828269169
"S100A11","Pattern3",6,0.529575943946838,"by_cell_type","CD8 T cells",0.0952462259608882,0.0787219564823207,5,3,2,0,0.6,0.787406490666269,"up_in_stim","weak_or_mixed",0.817456169924791
"S100A11","Pattern3",6,0.529575943946838,"by_cell_type","Dendritic cells",0.228463258656917,0.274832035580307,6,5,1,0,0.833333333333333,0.0591720678258594,"up_in_stim","suggestive",0.0736928206665611
"S100A11","Pattern3",6,0.529575943946838,"by_cell_type","FCGR3A+ Monocytes",0.101568023153893,0.166627318899279,6,4,2,0,0.666666666666667,0.401678166469773,"up_in_stim","suggestive",0.445577419635868
"S100A11","Pattern3",6,0.529575943946838,"by_cell_type","Megakaryocytes",0,0,1,0,0,1,1,NA,"mixed_or_unclear","weak_or_mixed",NA
"S100A11","Pattern3",6,0.529575943946838,"by_cell_type","NK cells",-0.0266411591854718,0.0213294098319183,8,5,3,0,0.625,0.944182513250483,"down_in_stim","weak_or_mixed",0.965587154608807
"S100A6","Pattern3",7,0.438081920146942,"by_cell_type","B cells",-0.498707729047867,-0.501599849757524,8,0,8,0,1,0.0142661867014469,"down_in_stim","moderate",0.0355341828269169
"S100A6","Pattern3",7,0.438081920146942,"by_cell_type","CD14+ Monocytes",-1.07458778435197,-1.09874489778463,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"S100A6","Pattern3",7,0.438081920146942,"by_cell_type","CD4 T cells",-0.635267650403605,-0.726416493447625,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"S100A6","Pattern3",7,0.438081920146942,"by_cell_type","CD8 T cells",-0.88114129078323,-0.853044972074072,5,0,5,0,1,0.0590582290905367,"down_in_stim","strong",0.0736928206665611
"S100A6","Pattern3",7,0.438081920146942,"by_cell_type","Dendritic cells",-0.473914494867954,-0.445831510643202,6,0,6,0,1,0.0360316862182336,"down_in_stim","moderate",0.0545853156888165
